,ADR_EGAID,STR_ESID,BDG_EGID,ADR_EDID,STN_LABEL,ADR_NUMBER,BDG_CATEGORY,BDG_NAME,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_VALID,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
84259,102213469,10136413,1383244,0,Poststrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588013,1219154
84738,102378366,10086640,191668679,0,Orpundstrasse,32a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588641,1219309
84832,100849890,10086640,1383730,0,Orpundstrasse,13,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588388,1219267
84899,102607786,10057933,191865320,0,Portstrasse,39,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586327,1218789
85167,101101840,10086640,3069464,0,Orpundstrasse,11c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588334,1219308
86045,100863684,10112481,1383198,0,Pfeideck,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587636,1219002
86071,100863844,10086636,1383329,0,Burgersriedstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587017,1219402
86246,100849912,10086642,1383776,0,Römerstrasse,11,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587177,1218918
86367,101954165,10086643,1383357,0,Waldeckstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586978,1219480
87734,101813816,10010250,190729529,0,Friedhofweg,14a,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587670,1219222
88576,100867734,10010245,1383377,0,Ahornweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586911,1219467
89186,101976193,10086638,1383722,0,Klosterstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588404,1219458
89310,102216442,10003776,190145317,0,Guinandstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587941,1219502
89443,100866430,10010245,1383390,0,Ahornweg,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586863,1219421
89633,100863666,10010260,1383181,0,Neubrückstrasse,38,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587705,1218899
90180,102206700,10010250,1383221,0,Friedhofweg,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587571,1219212
90181,100901733,10010253,1383306,0,Haldenstrasse,38,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587063,1219321
91813,100900142,10130222,1383213,0,Aarestrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587795,1219059
92240,100867785,10010262,1383448,0,Rainpark,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587288,1219459
92626,101954983,10010255,1383560,0,Kreuzgasse,21,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587897,1219556
92984,100849920,10112481,1383823,0,Pfeideck,3,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587607,1218983
93278,100868004,10104746,1383678,0,Obergasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588024,1219297
94071,102094070,10057932,190084500,0,Mattenstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587797,1219274
94282,100867808,10010263,1383477,0,Rainstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587199,1219458
94606,100863677,10010261,1383191,0,Pfeidstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587714,1219048
95467,100869119,10112482,1383508,0,Schulstrasse,3b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587517,1219458
95481,102410755,10057930,191711631,0,Gummenstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588332,1219471
95670,102519183,10104746,191817685,0,Obergasse,16h,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587978,1219350
96772,100848720,10010254,1383917,0,Industriestrasse,18,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587231,1219105
97262,100849875,10109854,1383711,0,Mettgasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588195,1219308
97452,100908114,10010261,1383230,0,Pfeidstrasse,13,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587768,1219024
98192,102422727,10086638,191727454,0,Klosterstrasse,13,residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588442,1219375
98987,101963485,10109854,1383638,0,Mettgasse,2,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588208,1219232
101563,100901721,10010246,1383293,0,Bielstrasse,60,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587073,1219292
101762,102188287,10003776,190145328,0,Guinandstrasse,32,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587972,1219453
102103,100862345,10010250,1383138,0,Friedhofweg,35,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587454,1219218
104261,100869112,10010265,1383497,0,Sonnhalde,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587414,1219488
104801,100901713,10180446,1383284,0,Tulpenweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587134,1219355
105178,100901711,10010253,1383281,0,Haldenstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586832,1219311
105608,100848567,10057930,1383696,0,Gummenstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588314,1219498
105793,101612444,10010263,190182581,0,Rainstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587322,1219401
105949,100866457,10010246,1383429,0,Bielstrasse,40,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587288,1219319
106338,100848561,10057930,1383688,0,Gummenstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588371,1219423
106450,101926828,10086640,1383648,0,Orpundstrasse,6,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588293,1219181
106487,101954981,10010262,1383459,0,Rainpark,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587271,1219480
106941,100867713,10010253,1383349,0,Haldenstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586770,1219391
107078,101934452,10057931,1383260,0,Kanalweg,28,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587970,1219003
107145,101954970,10010246,1383295,0,Bielstrasse,64,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587040,1219290
107821,100901709,10010246,1383273,0,Bielstrasse,82,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586825,1219269
107971,101954990,10010259,1383746,0,Mühleweg,1,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588869,1219413
107984,100862346,10010250,1383140,0,Friedhofweg,39,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587457,1219207
108123,101929016,10104746,1383682,0,Obergasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587868,1219329
108352,100862340,10010249,1383131,0,Erlenstrasse,38,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587107,1218720
109041,101954969,10010253,1383280,0,Haldenstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586813,1219317
110435,100869124,10057929,1383514,0,Bärletweg,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587633,1219565
111271,100848543,10112480,1383660,0,Hauptstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588199,1219156
112278,101939504,10010246,1383600,0,Bielstrasse,9,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587804,1219321
112861,101944307,10010247,1383567,0,Brachmattstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587838,1219484
114555,102219829,10010249,191540892,0,Erlenstrasse,46,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586588,1218799
115096,100848532,10086640,1383647,0,Orpundstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588235,1219182
117133,100867812,10010246,1383485,0,Bielstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587601,1219414
117772,100908135,10130222,1383256,0,Aarestrasse,6,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587860,1219070
117939,100908117,10010260,1383233,0,Neubrückstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587808,1218954
118272,100848568,10057930,1383698,0,Gummenstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588261,1219486
118583,102519179,10104746,191817681,0,Obergasse,16e,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587993,1219348
118811,101939810,10010246,1383274,0,Bielstrasse,84,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586806,1219267
118823,101954985,10010246,1383577,0,Bielstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587645,1219387
119098,100838514,10086642,191235152,0,Römerstrasse,21,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586489,1218941
119171,101954989,10057930,1383697,0,Gummenstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588288,1219493
119267,101619866,10003776,190182599,0,Guinandstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587909,1219437
119862,100867811,10010246,1383484,0,Bielstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587637,1219416
120401,100862352,10010254,1383148,0,Industriestrasse,12b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587441,1219165
120544,100863849,10010263,1383336,0,Rainstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587117,1219476
120620,100849941,10010249,1383971,0,Erlenstrasse,40,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586967,1218707
121691,100869157,10010255,1383564,0,Kreuzgasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2588027,1219423
121708,102210074,10010250,1383139,0,Friedhofweg,37,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587455,1219212
121910,100848570,10057930,1383700,0,Gummenstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588210,1219476
122343,102401538,10136413,191699171,0,Poststrasse,12,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587944,1219158
122450,102087750,10010246,1383267,0,Bielstrasse,78,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586855,1219252
122856,100908140,10010246,1383266,0,Bielstrasse,79,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586910,1219216
122942,101365790,10112481,190057232,0,Pfeideck,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587649,1219091
123194,101964102,10010260,1383861,0,Neubrückstrasse,13,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587844,1218933
123761,101954995,10086640,1383731,0,Orpundstrasse,13a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588367,1219256
123828,100868002,10104746,1383676,0,Obergasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588053,1219282
125189,100863655,10010249,1383165,0,Erlenstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587584,1218770
125516,100867705,10086636,1383340,0,Burgersriedstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586996,1219436
125517,100908112,10010250,1383225,0,Friedhofweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587726,1219187
126162,101963476,10010253,1383316,0,Haldenstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586949,1219302
126559,102605041,10010254,191863962,0,Industriestrasse,24b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587075,1219140
127288,100863673,10010260,1383187,0,Neubrückstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587772,1218849
127310,101954978,10010247,1383565,0,Brachmattstrasse,12,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587873,1219520
127398,101933657,10112480,1383612,0,Hauptstrasse,14,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588045,1219222
128844,100901731,10086635,1383304,0,Birkenweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587070,1219377
128971,101456534,10003776,190145463,0,Guinandstrasse,44,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587989,1219485
129180,100848515,10057931,1383622,0,Kanalweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588131,1219102
129384,101953777,10010253,1383282,0,Haldenstrasse,20a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586890,1219294
130035,100901740,10010253,1383313,0,Haldenstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586977,1219311
130107,101780166,10086636,190541694,0,Burgersriedstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587137,1219456
131046,101945249,10112480,1383248,0,Hauptstrasse,15,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588029,1219212
131542,101958583,10086636,3069444,0,Burgersriedstrasse,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586742,1219309
132055,101954971,10010249,1383166,0,Erlenstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587569,1218766
132305,102210528,10010253,1383318,0,Haldenstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586920,1219320
132418,100849942,10010249,1383972,0,Erlenstrasse,36,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587160,1218724
132535,100866456,10010246,1383428,0,Bielstrasse,38,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587302,1219341
133506,100848533,10086640,1383649,0,Orpundstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588280,1219204
133644,101945250,10010264,1383538,0,Rosenweg,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587733,1219618
134454,101970698,10130222,1383257,0,Aarestrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587876,1219074
134666,101954166,10010246,1383408,0,Bielstrasse,61,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587310,1219302
134713,100869146,10010247,1383546,0,Brachmattstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587756,1219443
135053,101954988,10010247,1383568,0,Brachmattstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587820,1219470
135503,101941779,10057930,1383693,0,Gummenstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588357,1219419
135563,101929340,10010261,1383811,0,Pfeidstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,25.01.2022,2587653,1218949
135607,101963481,10010263,1383466,0,Rainstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587264,1219418
135849,100849883,10086638,1383723,0,Klosterstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588442,1219475
135950,101797090,10086643,190624070,0,Waldeckstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586986,1219466
136059,101498468,10180643,190165463,0,Gottstattstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588090,1219439
136130,100848565,10057930,1383694,0,Gummenstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588342,1219441
136385,101940683,10109854,3069457,0,Mettgasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588169,1219385
136806,101953617,10086640,1383728,0,Orpundstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588315,1219236
137150,100849907,10109855,1383758,0,Wasserstrasse,7,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587159,1218805
137306,101939891,10112481,1383199,0,Pfeideck,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587649,1219028
137451,100869172,10010246,1383587,0,Bielstrasse,41,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587498,1219355
137792,102379700,10010254,191670624,0,Industriestrasse,37,partly_residential,,2555 Brügg BE,733,BE,real,True,False,23.09.2021,2586997,1219073
139106,101954975,10057934,1383521,0,Rebhalde,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587680,1219627
139569,101971309,10010252,1383571,0,Grünweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587673,1219365
139884,101959728,10010252,1383572,0,Grünweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587696,1219342
140164,100901729,10010246,1383301,0,Bielstrasse,76,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586916,1219256
140574,100866423,10010245,1383379,0,Ahornweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586928,1219435
140781,102807479,10242584,191901302,0,Ringstrasse,9,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586871,1218515
141231,100863692,10130222,1383212,0,Aarestrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587785,1219069
142350,100862357,10010254,1383154,0,Industriestrasse,8,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587501,1219164
142390,100901724,10010246,1383296,0,Bielstrasse,66,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587026,1219287
142414,100866449,10010251,1383416,0,Gartenweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587288,1219258
143410,100862358,10010254,1383156,0,Industriestrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587536,1219124
143510,101103150,10086640,3069450,0,Orpundstrasse,21a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588426,1219355
144469,102292601,10010263,191614111,0,Rainstrasse,19a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587180,1219456
144525,100848499,10010247,1383597,0,Brachmattstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587803,1219457
144776,100863679,10010261,1383193,0,Pfeidstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587695,1219018
144965,102807691,10010254,191901531,0,Industriestrasse,25,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587090,1219033
145375,100867723,10086643,1383362,0,Waldeckstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586970,1219539
145874,101454744,10003776,190145351,0,Guinandstrasse,40,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587963,1219517
145959,100869145,10010264,1383543,0,Rosenweg,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587771,1219635
146888,100848528,10010257,1383642,0,Ländteweg,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588356,1219181
146970,102484360,10109855,191784984,0,Wasserstrasse,1a,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587280,1218817
147612,100866428,10010245,1383387,0,Ahornweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586889,1219435
147928,101941192,10010264,1383545,0,Rosenweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587708,1219575
147999,100869169,10010246,1383584,0,Bielstrasse,35,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587552,1219369
148464,100869137,10057934,1383532,0,Rebhalde,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587790,1219700
148515,102213143,10010246,1383275,0,Bielstrasse,86,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586775,1219267
148827,100848523,10112480,1383633,0,Hauptstrasse,1,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588208,1219134
149287,101930352,10057932,1383593,0,Mattenstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587446,1219265
149318,101930686,10010246,1383426,0,Bielstrasse,32,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587381,1219352
149406,102207122,10010260,1383178,0,Neubrückstrasse,32,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587744,1218915
149633,100849892,10086640,1383735,0,Orpundstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588429,1219282
150152,100849889,10086640,1383729,0,Orpundstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588341,1219245
150489,100848531,10086640,1383646,0,Orpundstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588266,1219211
150499,101953780,10104746,1383679,0,Obergasse,15,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588001,1219297
151576,100867706,10086636,1383341,0,Burgersriedstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586940,1219404
151696,101371003,10086640,190055850,0,Orpundstrasse,26a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588541,1219262
151937,100869116,10112482,1383505,0,Schulstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587499,1219489
152443,101963477,10010253,1383348,0,Haldenstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586800,1219388
152608,102206642,10057928,1383262,0,Bahnhofstrasse,1,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587918,1219232
153223,100866450,10010251,1383418,0,Gartenweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587317,1219261
154132,102213145,10057929,1383501,0,Bärletweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587680,1219473
154383,102400718,10010246,191697632,0,Bielstrasse,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587601,1219382
154726,101960471,10010254,1383144,0,Industriestrasse,10b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587466,1219172
154805,101769344,10086637,190504528,0,Hofmatt,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588320,1219337
155493,101103154,10086637,3069456,0,Hofmatt,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588233,1219338
155685,100866438,10010246,1383403,0,Bielstrasse,51b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587405,1219287
156429,100901720,10010246,1383292,0,Bielstrasse,58,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587096,1219296
158124,101172818,10057932,190008301,0,Mattenstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587815,1219239
158163,102519182,10104746,191817684,0,Obergasse,16f,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587987,1219349
158287,101944764,10086643,1383354,0,Waldeckstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586923,1219528
159303,101954173,10086640,1383651,0,Orpundstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588341,1219223
159891,101454838,10003776,190145315,0,Guinandstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587935,1219511
160215,100869122,10057929,1383512,0,Bärletweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587677,1219502
160299,101103146,10180446,3069446,0,Tulpenweg,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587093,1219334
160959,100863683,10112481,1383197,0,Pfeideck,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587627,1218985
160989,101104557,10010247,3069466,0,Brachmattstrasse,11b,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587819,1219560
161656,101970699,10010245,1383391,0,Ahornweg,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586867,1219409
162205,100867730,10136717,1383371,0,Eschenweg,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586969,1219596
162734,100867930,10010247,1383557,0,Brachmattstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587856,1219614
162844,100901719,10010246,1383290,0,Bielstrasse,54,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587126,1219307
162950,102210696,10057932,190008299,0,Mattenstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587745,1219268
162996,100848569,10057930,1383699,0,Gummenstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588239,1219482
163356,100908118,10010260,1383234,0,Neubrückstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587799,1218964
163591,102467340,10010248,191768331,0,Dahlienweg,3a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587739,1219560
163601,101953393,10010249,191369310,0,Erlenstrasse,40c,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586973,1218897
163622,100863672,10010260,1383185,0,Neubrückstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587793,1218866
163641,100867927,10010247,1383553,0,Brachmattstrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587867,1219586
164627,101934507,10010246,1383488,0,Bielstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587550,1219395
165368,101954982,10010246,1383431,0,Bielstrasse,44,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587253,1219314
166201,100908116,10010261,1383232,0,Pfeidstrasse,17,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587735,1219008
166631,100848574,10109854,1383705,0,Mettgasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588148,1219439
166664,100867781,10010263,1383443,0,Rainstrasse,8a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587330,1219502
166810,101927932,10057934,191233719,0,Rebhalde,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587751,1219660
166927,100863851,10086636,1383338,0,Burgersriedstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587065,1219449
167091,101964972,10104746,1383673,0,Obergasse,5,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588136,1219307
167142,100867807,10010263,1383476,0,Rainstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587221,1219460
167280,100848502,10010246,1383602,0,Bielstrasse,3,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587840,1219278
169486,100867729,10136717,1383370,0,Eschenweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586956,1219612
169598,100867732,10136717,1383373,0,Eschenweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586948,1219587
169890,100862351,10010254,1383147,0,Industriestrasse,12a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587442,1219160
